山西联通-组播1,#genre#
陕西卫视,http://60.223.72.182:8003/rtp/226.0.2.53:8336
青海卫视,http://60.223.72.182:8003/rtp/226.0.2.59:8384
黑龙江卫视,http://60.223.72.182:8003/rtp/226.0.2.151:9120
黑龙江卫视,http://60.223.72.182:8003/rtp/226.0.2.48:8296
山西卫视,http://60.223.72.182:8003/rtp/226.0.2.11:8000
山西卫视,http://60.223.72.182:8003/rtp/226.0.2.152:9128
黄河卫视,http://60.223.72.182:8003/rtp/226.0.2.12:8008
黄河卫视,http://60.223.72.182:8003/rtp/226.0.2.235:9792
山西影视,http://60.223.72.182:8003/rtp/226.0.2.14:8024
山西影视,http://60.223.72.182:8003/rtp/226.0.2.237:9808
山西文体生活,http://60.223.72.182:8003/rtp/226.0.2.16:8040
山西文体生活,http://60.223.72.182:8003/rtp/226.0.2.190:9432
山西社会与法治,http://60.223.72.182:8003/rtp/226.0.2.15:8032
山西社会与法治,http://60.223.72.182:8003/rtp/226.0.2.238:9816
山西经济与科技,http://60.223.72.182:8003/rtp/226.0.2.13:8016
山西经济与科技,http://60.223.72.182:8003/rtp/226.0.2.236:9800
九屏测试,http://60.223.72.182:8003/rtp/226.0.2.197:9488
太原新闻综合,http://60.223.72.182:8003/rtp/226.0.2.201:9520
太原社教法制,http://60.223.72.182:8003/rtp/226.0.2.203:9536
太原经济生活,http://60.223.72.182:8003/rtp/226.0.2.202:9528
太原佰乐购,http://60.223.72.182:8003/rtp/226.0.2.215:9632
太原教育,http://60.223.72.182:8003/rtp/226.0.2.206:9560
大同教育,http://60.223.72.182:8003/rtp/226.0.2.232:9772
古交电视台,http://60.223.72.182:8003/rtp/226.0.2.192:9448
孝义综合,http://60.223.72.182:8003/rtp/226.0.2.189:9424
晋能控股,http://60.223.72.182:8003/rtp/226.0.2.229:9744
朔州新闻综合,http://60.223.72.182:8003/rtp/226.0.2.185:9392
朔州生活娱乐,http://60.223.72.182:8003/rtp/226.0.2.186:9400
清徐综合,http://60.223.72.182:8003/rtp/226.0.2.191:9440
阳曲综合,http://60.223.72.182:8003/rtp/226.0.2.196:9480
阳泉新闻综合,http://60.223.72.182:8003/rtp/226.0.2.233:9776
阳泉科教,http://60.223.72.182:8003/rtp/226.0.2.234:9784
盐湖频道,http://60.223.72.182:8003/rtp/226.0.2.106:9006
东方财经,http://60.223.72.182:8003/rtp/226.0.2.76:8520
中华特产,http://60.223.72.182:8003/rtp/226.0.2.128:8936
中国天气,http://60.223.72.182:8003/rtp/226.0.2.103:8736
乐游,http://60.223.72.182:8003/rtp/226.0.2.77:8528
书画,http://60.223.72.182:8003/rtp/226.0.2.102:8728
优优宝贝,http://60.223.72.182:8003/rtp/226.0.2.119:8864
动漫秀场,http://60.223.72.182:8003/rtp/226.0.2.183:9376
同步课堂,http://60.223.72.182:8003/rtp/226.0.2.44:8264
四海钓鱼,http://60.223.72.182:8003/rtp/226.0.2.123:8896
快乐垂钓,http://60.223.72.182:8003/rtp/226.0.2.214:9624
文物宝库,http://60.223.72.182:8003/rtp/226.0.2.110:8792
梨园频道,http://60.223.72.182:8003/rtp/226.0.2.115:8832
武术世界,http://60.223.72.182:8003/rtp/226.0.2.97:8688
法治天地,http://60.223.72.182:8003/rtp/226.0.2.83:8576
游戏风云,http://60.223.72.182:8003/rtp/226.0.2.78:8536
环球奇观,http://60.223.72.182:8003/rtp/226.0.2.111:8800
环球旅游,http://60.223.72.182:8003/rtp/226.0.2.127:8928
生活时尚,http://60.223.72.182:8003/rtp/226.0.2.84:8584
都市剧场,http://60.223.72.182:8003/rtp/226.0.2.81:8560
重庆汽摩,http://60.223.72.182:8003/rtp/226.0.2.95:8672
金色学堂,http://60.223.72.182:8003/rtp/226.0.2.182:9368
金鹰卡通,http://60.223.72.182:8003/rtp/226.0.2.172:9288
金鹰卡通,http://60.223.72.182:8003/rtp/226.0.2.41:8240
金鹰纪实,http://60.223.72.182:8003/rtp/226.0.2.194:9464
国学频道,http://60.223.72.182:8003/rtp/226.0.2.116:8840
央广购物,http://60.223.72.182:8003/rtp/226.0.2.230:9752
优购物,http://60.223.72.182:8003/rtp/226.0.2.131:8960
聚鲨环球精选,http://60.223.72.182:8003/rtp/226.0.2.122:8888

BRTV卡酷少儿,http://60.223.72.182:8003/rtp/226.0.1.57:3059
CCTV-1 综合,http://60.223.72.182:8003/rtp/226.0.1.157:3086
CCTV-2 财经,http://60.223.72.182:8003/rtp/226.0.1.158:3087
CCTV-3 综艺,http://60.223.72.182:8003/rtp/226.0.1.141:2018
CCTV-4 中文国际,http://60.223.72.182:8003/rtp/226.0.1.160:2019
CCTV-4 中文国际,http://60.223.72.182:8003/rtp/226.0.1.21:3036
CCTV-5+ 体育赛事,http://60.223.72.182:8003/rtp/226.0.1.172:3096
CCTV-5 体育,http://60.223.72.182:8003/rtp/226.0.1.135:2020
CCTV-6 电影,http://60.223.72.182:8003/rtp/226.0.1.137:2021
CCTV-7 国防军事,http://60.223.72.182:8003/rtp/226.0.1.163:3097
CCTV-8 电视剧,http://60.223.72.182:8003/rtp/226.0.1.140:2023
CCTV-9 纪录,http://60.223.72.182:8003/rtp/226.0.1.165:3093
CCTV-10 科教,http://60.223.72.182:8003/rtp/226.0.1.166:3099
CCTV-11 戏曲,http://60.223.72.182:8003/rtp/226.0.1.28:3021
CCTV-12 社会与法,http://60.223.72.182:8003/rtp/226.0.1.168:3100
CCTV-13 新闻,http://60.223.72.182:8003/rtp/226.0.1.30:3029
CCTV-13 新闻,http://60.223.72.182:8003/rtp/226.0.1.98:2028
CCTV-14 少儿,http://60.223.72.182:8003/rtp/226.0.1.170:3094
CCTV-15 音乐,http://60.223.72.182:8003/rtp/226.0.1.32:3028
CCTV-16 奥林匹克,http://60.223.72.182:8003/rtp/226.0.1.118:2032
CCTV-17 农业农村,http://60.223.72.182:8003/rtp/226.0.1.117:2033
CCTV世界地理,http://60.223.72.182:8003/rtp/226.0.1.169:2111
CCTV兵器科技,http://60.223.72.182:8003/rtp/226.0.1.171:2115
CCTV央视台球,http://60.223.72.182:8003/rtp/226.0.1.181:2118
CCTV央视文化精品,http://60.223.72.182:8003/rtp/226.0.1.162:2108
CCTV女性时尚,http://60.223.72.182:8003/rtp/226.0.1.210:2128
CCTV怀旧剧场,http://60.223.72.182:8003/rtp/226.0.1.182:2121
CCTV第一剧场,http://60.223.72.182:8003/rtp/226.0.1.167:2110
CCTV第一剧场,http://60.223.72.182:8003/rtp/226.0.1.93:3210
CCTV风云剧场,http://60.223.72.182:8003/rtp/226.0.1.212:2133
CCTV风云足球,http://60.223.72.182:8003/rtp/226.0.1.105:3081
CCTV风云足球,http://60.223.72.182:8003/rtp/226.0.1.209:2122
CCTV风云音乐,http://60.223.72.182:8003/rtp/226.0.1.164:2109
CCTV风云音乐,http://60.223.72.182:8003/rtp/226.0.1.92:3205
CCTV高尔夫网球,http://60.223.72.182:8003/rtp/226.0.1.211:2132
CHC动作电影,http://60.223.72.182:8003/rtp/226.0.1.113:2098
CHC家庭影院,http://60.223.72.182:8003/rtp/226.0.1.108:2096
CHC影迷电影,http://60.223.72.182:8003/rtp/226.0.1.109:2097
东南卫视,http://60.223.72.182:8003/rtp/226.0.1.194:3119
东方卫视,http://60.223.72.182:8003/rtp/226.0.1.183:3106
云南卫视,http://60.223.72.182:8003/rtp/226.0.1.156:2070
北京卫视,http://60.223.72.182:8003/rtp/226.0.1.185:3108
吉林卫视,http://60.223.72.182:8003/rtp/226.0.1.220:2068
四川卫视,http://60.223.72.182:8003/rtp/226.0.1.187:3110
天津卫视,http://60.223.72.182:8003/rtp/226.0.1.153:3083
宁夏卫视,http://60.223.72.182:8003/rtp/226.0.1.64:3050
安徽卫视,http://60.223.72.182:8003/rtp/226.0.1.148:3077
广东卫视,http://60.223.72.182:8003/rtp/226.0.1.149:3078
广西卫视,http://60.223.72.182:8003/rtp/226.0.1.46:3031
广西卫视,http://60.223.72.182:8003/rtp/226.0.1.75:2066
江苏卫视,http://60.223.72.182:8003/rtp/226.0.1.184:3107
江西卫视,http://60.223.72.182:8003/rtp/226.0.1.219:2067
山东卫视,http://60.223.72.182:8003/rtp/226.0.1.154:3084
河北卫视,http://60.223.72.182:8003/rtp/226.0.1.186:3109
河南卫视,http://60.223.72.182:8003/rtp/226.0.1.201:2064
浙江卫视,http://60.223.72.182:8003/rtp/226.0.1.147:3076
海南卫视,http://60.223.72.182:8003/rtp/226.0.1.143:2071
深圳卫视,http://60.223.72.182:8003/rtp/226.0.1.150:3079
湖北卫视,http://60.223.72.182:8003/rtp/226.0.1.152:3082
湖南卫视,http://60.223.72.182:8003/rtp/226.0.1.146:3075
贵州卫视,http://60.223.72.182:8003/rtp/226.0.1.188:3116
辽宁卫视,http://60.223.72.182:8003/rtp/226.0.1.177:3101
重庆卫视,http://60.223.72.182:8003/rtp/226.0.1.178:3102
青海卫视,http://60.223.72.182:8003/rtp/226.0.1.59:3043
黑龙江卫视,http://60.223.72.182:8003/rtp/226.0.1.151:3080
山西卫视,http://60.223.72.182:8003/rtp/226.0.1.156:3085
山西卫视,http://60.223.72.182:8003/rtp/226.0.1.85:2001
黄河卫视,http://60.223.72.182:8003/rtp/226.0.1.84:2002
山西影视,http://60.223.72.182:8003/rtp/226.0.1.82:2004
山西文体生活,http://60.223.72.182:8003/rtp/226.0.1.200:2006
山西社会与法治,http://60.223.72.182:8003/rtp/226.0.1.83:2005
山西经济与科技,http://60.223.72.182:8003/rtp/226.0.1.81:2003
太原新闻综合,http://60.223.72.182:8003/rtp/226.0.1.225:2001
太原社教法制,http://60.223.72.182:8003/rtp/226.0.1.227:2003
太原教育,http://60.223.72.182:8003/rtp/226.0.1.230:2006
东方财经,http://60.223.72.182:8003/rtp/226.0.1.76:3118
乐游,http://60.223.72.182:8003/rtp/226.0.1.198:2103
动漫秀场,http://60.223.72.182:8003/rtp/226.0.1.190:3113
游戏风云,http://60.223.72.182:8003/rtp/226.0.1.173:2096
生活时尚,http://60.223.72.182:8003/rtp/226.0.1.196:2101
都市剧场,http://60.223.72.182:8003/rtp/226.0.1.174:2098
文物宝库,http://60.223.72.182:8003/rtp/226.0.1.110:3190
武术世界,http://60.223.72.182:8003/rtp/226.0.1.97:3197
法治天地,http://60.223.72.182:8003/rtp/226.0.1.176:2100
金鹰卡通,http://60.223.72.182:8003/rtp/226.0.1.41:3012
金鹰卡通,http://60.223.72.182:8003/rtp/226.0.1.90:2078
金鹰纪实,http://60.223.72.182:8003/rtp/226.0.1.203:2086
山西联通-组播3,#genre#
BRTV卡酷少儿,http://183.184.147.154:8001/rtp/226.0.2.57:8368
CCTV-1 综合,http://183.184.147.154:8001/rtp/226.0.2.153:9136
CCTV-1 综合,http://183.184.147.154:8001/rtp/226.0.2.18:8056
CCTV-2 财经,http://183.184.147.154:8001/rtp/226.0.2.154:9144
CCTV-2 财经,http://183.184.147.154:8001/rtp/226.0.2.19:8064
CCTV-3 综艺,http://183.184.147.154:8001/rtp/226.0.2.208:9576
CCTV-3 综艺,http://183.184.147.154:8001/rtp/226.0.2.20:8072
CCTV-4 中文国际,http://183.184.147.154:8001/rtp/226.0.2.156:9160
CCTV-4 中文国际,http://183.184.147.154:8001/rtp/226.0.2.21:8080
CCTV-5 体育,http://183.184.147.154:8001/rtp/226.0.2.209:9584
CCTV-5 体育,http://183.184.147.154:8001/rtp/226.0.2.22:8088
CCTV-5+ 体育赛事,http://183.184.147.154:8001/rtp/226.0.2.168:9256
CCTV-6 电影,http://183.184.147.154:8001/rtp/226.0.2.210:9592
CCTV-6 电影,http://183.184.147.154:8001/rtp/226.0.2.23:8096
CCTV-7 国防军事,http://183.184.147.154:8001/rtp/226.0.2.159:9184
CCTV-7 国防军事,http://183.184.147.154:8001/rtp/226.0.2.24:8104
CCTV-8 电视剧,http://183.184.147.154:8001/rtp/226.0.2.211:9600
CCTV-8 电视剧,http://183.184.147.154:8001/rtp/226.0.2.25:8112
CCTV-9 纪录,http://183.184.147.154:8001/rtp/226.0.2.161:9200
CCTV-9 纪录,http://183.184.147.154:8001/rtp/226.0.2.26:8120
CCTV-10 科教,http://183.184.147.154:8001/rtp/226.0.2.162:9208
CCTV-10 科教,http://183.184.147.154:8001/rtp/226.0.2.27:8128
CCTV-11 戏曲,http://183.184.147.154:8001/rtp/226.0.2.28:8136
CCTV-12 社会与法,http://183.184.147.154:8001/rtp/226.0.2.164:9224
CCTV-12 社会与法,http://183.184.147.154:8001/rtp/226.0.2.29:8144
CCTV-13 新闻,http://183.184.147.154:8001/rtp/226.0.2.165:9232
CCTV-13 新闻,http://183.184.147.154:8001/rtp/226.0.2.30:8152
CCTV-14 少儿,http://183.184.147.154:8001/rtp/226.0.2.166:9240
CCTV-14 少儿,http://183.184.147.154:8001/rtp/226.0.2.31:8160
CCTV-15 音乐,http://183.184.147.154:8001/rtp/226.0.2.32:8168
CCTV-16 奥林匹克,http://183.184.147.154:8001/rtp/226.0.2.169:9264
CCTV-17 农业农村,http://183.184.147.154:8001/rtp/226.0.2.170:9272
CCTV-17 农业农村,http://183.184.147.154:8001/rtp/226.0.2.207:9568
CCTV世界地理,http://183.184.147.154:8001/rtp/226.0.2.222:9688
CCTV中视购物,http://183.184.147.154:8001/rtp/226.0.2.72:8488
CCTV兵器科技,http://183.184.147.154:8001/rtp/226.0.2.223:9696
CCTV央视台球,http://183.184.147.154:8001/rtp/226.0.2.216:9640
CCTV央视文化精品,http://183.184.147.154:8001/rtp/226.0.2.219:9664
CCTV女性时尚,http://183.184.147.154:8001/rtp/226.0.2.226:9720
CCTV怀旧剧场,http://183.184.147.154:8001/rtp/226.0.2.224:9704
CCTV电视指南,http://183.184.147.154:8001/rtp/226.0.2.218:9656
CCTV第一剧场,http://183.184.147.154:8001/rtp/226.0.2.221:9680
CCTV风云剧场,http://183.184.147.154:8001/rtp/226.0.2.227:9728
CCTV风云足球,http://183.184.147.154:8001/rtp/226.0.2.225:9712
CCTV风云音乐,http://183.184.147.154:8001/rtp/226.0.2.220:9672
CCTV高尔夫网球,http://183.184.147.154:8001/rtp/226.0.2.217:9648
CETV1,http://183.184.147.154:8001/rtp/226.0.2.181:9360
CETV1,http://183.184.147.154:8001/rtp/226.0.2.68:8456
CETV2,http://183.184.147.154:8001/rtp/226.0.2.69:8464
CETV4,http://183.184.147.154:8001/rtp/226.0.2.70:8472
CETV早期教育,http://183.184.147.154:8001/rtp/226.0.2.99:8704
CHC动作电影,http://183.184.147.154:8001/rtp/226.0.2.94:8012
CHC家庭影院,http://183.184.147.154:8001/rtp/226.0.2.240:9820
CHC影迷电影,http://183.184.147.154:8001/rtp/226.0.2.93:8004
中央新影-老故事,http://183.184.147.154:8001/rtp/226.0.2.112:8808
CCTV4K,http://183.184.147.154:8001/rtp/226.0.1.242:2127
广东卫视4k,http://183.184.147.154:8001/rtp/226.0.1.245:2120
深圳卫视4K,http://183.184.147.154:8001/rtp/226.0.1.244:2119
北京卫视4K,http://183.184.147.154:8001/rtp/226.0.1.243:2118
北京卫视4K,http://183.184.147.154:8001/rtp/226.0.2.155:9172
湖南卫视4K,http://183.184.147.154:8001/rtp/226.0.1.246:2125
浙江卫视4K,http://183.184.147.154:8001/rtp/226.0.1.247:2123
东方卫视4K,http://183.184.147.154:8001/rtp/226.0.1.248:2121
江苏卫视4K,http://183.184.147.154:8001/rtp/226.0.1.249:2122
四川卫视4K,http://183.184.147.154:8001/rtp/226.0.1.250:2126
山东卫视4K,http://183.184.147.154:8001/rtp/226.0.1.251:2124
东南卫视,http://183.184.147.154:8001/rtp/226.0.2.188:9416
东南卫视,http://183.184.147.154:8001/rtp/226.0.2.40:8232
东方卫视,http://183.184.147.154:8001/rtp/226.0.2.175:9312
东方卫视,http://183.184.147.154:8001/rtp/226.0.2.34:8184
云南卫视,http://183.184.147.154:8001/rtp/226.0.2.60:8392
兵团卫视,http://183.184.147.154:8001/rtp/226.0.2.62:8408
内蒙古卫视,http://183.184.147.154:8001/rtp/226.0.2.63:8416
北京卫视,http://183.184.147.154:8001/rtp/226.0.2.177:9328
北京卫视,http://183.184.147.154:8001/rtp/226.0.2.39:8224
吉林卫视,http://183.184.147.154:8001/rtp/226.0.2.199:9504
吉林卫视,http://183.184.147.154:8001/rtp/226.0.2.58:8376
四川卫视,http://183.184.147.154:8001/rtp/226.0.2.179:9344
四川卫视,http://183.184.147.154:8001/rtp/226.0.2.42:8248
天津卫视,http://183.184.147.154:8001/rtp/226.0.2.148:9096
天津卫视,http://183.184.147.154:8001/rtp/226.0.2.56:8360
宁夏卫视,http://183.184.147.154:8001/rtp/226.0.2.64:8424
安徽卫视,http://183.184.147.154:8001/rtp/226.0.2.145:9072
安徽卫视,http://183.184.147.154:8001/rtp/226.0.2.37:8208
山东卫视,http://183.184.147.154:8001/rtp/226.0.2.149:9104
山东卫视,http://183.184.147.154:8001/rtp/226.0.2.51:8320
山东教育,http://183.184.147.154:8001/rtp/226.0.2.130:8952
广东卫视,http://183.184.147.154:8001/rtp/226.0.2.146:9080
广东卫视,http://183.184.147.154:8001/rtp/226.0.2.45:8272
广西卫视,http://183.184.147.154:8001/rtp/226.0.2.231:9760
广西卫视,http://183.184.147.154:8001/rtp/226.0.2.46:8280
新疆卫视,http://183.184.147.154:8001/rtp/226.0.2.67:8448
江苏卫视,http://183.184.147.154:8001/rtp/226.0.2.176:9320
江苏卫视,http://183.184.147.154:8001/rtp/226.0.2.38:8216
江西卫视,http://183.184.147.154:8001/rtp/226.0.2.198:9496
江西卫视,http://183.184.147.154:8001/rtp/226.0.2.54:8344
河北卫视,http://183.184.147.154:8001/rtp/226.0.2.178:9336
河北卫视,http://183.184.147.154:8001/rtp/226.0.2.65:8432
河南卫视,http://183.184.147.154:8001/rtp/226.0.2.195:9472
河南卫视,http://183.184.147.154:8001/rtp/226.0.2.52:8328
浙江卫视,http://183.184.147.154:8001/rtp/226.0.2.144:9064
浙江卫视,http://183.184.147.154:8001/rtp/226.0.2.36:8200
海南卫视,http://183.184.147.154:8001/rtp/226.0.2.212:9608
海南卫视,http://183.184.147.154:8001/rtp/226.0.2.61:8400
深圳卫视,http://183.184.147.154:8001/rtp/226.0.2.147:9088
深圳卫视,http://183.184.147.154:8001/rtp/226.0.2.47:8288
湖北卫视,http://183.184.147.154:8001/rtp/226.0.2.150:9112
湖北卫视,http://183.184.147.154:8001/rtp/226.0.2.49:8304
湖南卫视,http://183.184.147.154:8001/rtp/226.0.2.143:9056
湖南卫视,http://183.184.147.154:8001/rtp/226.0.2.33:8176
甘肃卫视,http://183.184.147.154:8001/rtp/226.0.2.55:8352
西藏卫视,http://183.184.147.154:8001/rtp/226.0.2.66:8440
贵州卫视,http://183.184.147.154:8001/rtp/226.0.2.180:9352
贵州卫视,http://183.184.147.154:8001/rtp/226.0.2.43:8256
辽宁卫视,http://183.184.147.154:8001/rtp/226.0.2.173:9296
辽宁卫视,http://183.184.147.154:8001/rtp/226.0.2.35:8192
重庆卫视,http://183.184.147.154:8001/rtp/226.0.2.174:9304
重庆卫视,http://183.184.147.154:8001/rtp/226.0.2.50:8312
陕西卫视,http://183.184.147.154:8001/rtp/226.0.2.53:8336
青海卫视,http://183.184.147.154:8001/rtp/226.0.2.59:8384
黑龙江卫视,http://183.184.147.154:8001/rtp/226.0.2.151:9120
黑龙江卫视,http://183.184.147.154:8001/rtp/226.0.2.48:8296
山西卫视,http://183.184.147.154:8001/rtp/226.0.2.11:8000
山西卫视,http://183.184.147.154:8001/rtp/226.0.2.152:9128
黄河卫视,http://183.184.147.154:8001/rtp/226.0.2.12:8008
黄河卫视,http://183.184.147.154:8001/rtp/226.0.2.235:9792
山西影视,http://183.184.147.154:8001/rtp/226.0.2.14:8024
山西影视,http://183.184.147.154:8001/rtp/226.0.2.237:9808
山西文体生活,http://183.184.147.154:8001/rtp/226.0.2.16:8040
山西文体生活,http://183.184.147.154:8001/rtp/226.0.2.190:9432
山西社会与法治,http://183.184.147.154:8001/rtp/226.0.2.15:8032
山西社会与法治,http://183.184.147.154:8001/rtp/226.0.2.238:9816
山西经济与科技,http://183.184.147.154:8001/rtp/226.0.2.13:8016
山西经济与科技,http://183.184.147.154:8001/rtp/226.0.2.236:9800
九屏测试,http://183.184.147.154:8001/rtp/226.0.2.197:9488
太原新闻综合,http://183.184.147.154:8001/rtp/226.0.2.201:9520
太原社教法制,http://183.184.147.154:8001/rtp/226.0.2.203:9536
太原经济生活,http://183.184.147.154:8001/rtp/226.0.2.202:9528
太原佰乐购,http://183.184.147.154:8001/rtp/226.0.2.215:9632
太原教育,http://183.184.147.154:8001/rtp/226.0.2.206:9560
大同教育,http://183.184.147.154:8001/rtp/226.0.2.232:9772
古交电视台,http://183.184.147.154:8001/rtp/226.0.2.192:9448
孝义综合,http://183.184.147.154:8001/rtp/226.0.2.189:9424
晋能控股,http://183.184.147.154:8001/rtp/226.0.2.229:9744
朔州新闻综合,http://183.184.147.154:8001/rtp/226.0.2.185:9392
朔州生活娱乐,http://183.184.147.154:8001/rtp/226.0.2.186:9400
清徐综合,http://183.184.147.154:8001/rtp/226.0.2.191:9440
阳曲综合,http://183.184.147.154:8001/rtp/226.0.2.196:9480
阳泉新闻综合,http://183.184.147.154:8001/rtp/226.0.2.233:9776
阳泉科教,http://183.184.147.154:8001/rtp/226.0.2.234:9784
盐湖频道,http://183.184.147.154:8001/rtp/226.0.2.106:9006
东方财经,http://183.184.147.154:8001/rtp/226.0.2.76:8520
中华特产,http://183.184.147.154:8001/rtp/226.0.2.128:8936
中国天气,http://183.184.147.154:8001/rtp/226.0.2.103:8736
乐游,http://183.184.147.154:8001/rtp/226.0.2.77:8528
书画,http://183.184.147.154:8001/rtp/226.0.2.102:8728
优优宝贝,http://183.184.147.154:8001/rtp/226.0.2.119:8864
动漫秀场,http://183.184.147.154:8001/rtp/226.0.2.183:9376
同步课堂,http://183.184.147.154:8001/rtp/226.0.2.44:8264
四海钓鱼,http://183.184.147.154:8001/rtp/226.0.2.123:8896
快乐垂钓,http://183.184.147.154:8001/rtp/226.0.2.214:9624
文物宝库,http://183.184.147.154:8001/rtp/226.0.2.110:8792
梨园频道,http://183.184.147.154:8001/rtp/226.0.2.115:8832
武术世界,http://183.184.147.154:8001/rtp/226.0.2.97:8688
法治天地,http://183.184.147.154:8001/rtp/226.0.2.83:8576
游戏风云,http://183.184.147.154:8001/rtp/226.0.2.78:8536
环球奇观,http://183.184.147.154:8001/rtp/226.0.2.111:8800
环球旅游,http://183.184.147.154:8001/rtp/226.0.2.127:8928
生活时尚,http://183.184.147.154:8001/rtp/226.0.2.84:8584
都市剧场,http://183.184.147.154:8001/rtp/226.0.2.81:8560
重庆汽摩,http://183.184.147.154:8001/rtp/226.0.2.95:8672
金色学堂,http://183.184.147.154:8001/rtp/226.0.2.182:9368
金鹰卡通,http://183.184.147.154:8001/rtp/226.0.2.172:9288
金鹰卡通,http://183.184.147.154:8001/rtp/226.0.2.41:8240
金鹰纪实,http://183.184.147.154:8001/rtp/226.0.2.194:9464
国学频道,http://183.184.147.154:8001/rtp/226.0.2.116:8840
央广购物,http://183.184.147.154:8001/rtp/226.0.2.230:9752
优购物,http://183.184.147.154:8001/rtp/226.0.2.131:8960
聚鲨环球精选,http://183.184.147.154:8001/rtp/226.0.2.122:8888

BRTV卡酷少儿,http://183.184.147.154:8001/rtp/226.0.1.57:3059
CCTV-1 综合,http://183.184.147.154:8001/rtp/226.0.1.157:3086
CCTV-2 财经,http://183.184.147.154:8001/rtp/226.0.1.158:3087
CCTV-3 综艺,http://183.184.147.154:8001/rtp/226.0.1.141:2018
CCTV-4 中文国际,http://183.184.147.154:8001/rtp/226.0.1.160:2019
CCTV-4 中文国际,http://183.184.147.154:8001/rtp/226.0.1.21:3036
CCTV-5+ 体育赛事,http://183.184.147.154:8001/rtp/226.0.1.172:3096
CCTV-5 体育,http://183.184.147.154:8001/rtp/226.0.1.135:2020
CCTV-6 电影,http://183.184.147.154:8001/rtp/226.0.1.137:2021
CCTV-7 国防军事,http://183.184.147.154:8001/rtp/226.0.1.163:3097
CCTV-8 电视剧,http://183.184.147.154:8001/rtp/226.0.1.140:2023
CCTV-9 纪录,http://183.184.147.154:8001/rtp/226.0.1.165:3093
CCTV-10 科教,http://183.184.147.154:8001/rtp/226.0.1.166:3099
CCTV-11 戏曲,http://183.184.147.154:8001/rtp/226.0.1.28:3021
CCTV-12 社会与法,http://183.184.147.154:8001/rtp/226.0.1.168:3100
CCTV-13 新闻,http://183.184.147.154:8001/rtp/226.0.1.30:3029
CCTV-13 新闻,http://183.184.147.154:8001/rtp/226.0.1.98:2028
CCTV-14 少儿,http://183.184.147.154:8001/rtp/226.0.1.170:3094
CCTV-15 音乐,http://183.184.147.154:8001/rtp/226.0.1.32:3028
CCTV-16 奥林匹克,http://183.184.147.154:8001/rtp/226.0.1.118:2032
CCTV-17 农业农村,http://183.184.147.154:8001/rtp/226.0.1.117:2033
CCTV世界地理,http://183.184.147.154:8001/rtp/226.0.1.169:2111
CCTV兵器科技,http://183.184.147.154:8001/rtp/226.0.1.171:2115
CCTV央视台球,http://183.184.147.154:8001/rtp/226.0.1.181:2118
CCTV央视文化精品,http://183.184.147.154:8001/rtp/226.0.1.162:2108
CCTV女性时尚,http://183.184.147.154:8001/rtp/226.0.1.210:2128
CCTV怀旧剧场,http://183.184.147.154:8001/rtp/226.0.1.182:2121
CCTV第一剧场,http://183.184.147.154:8001/rtp/226.0.1.167:2110
CCTV第一剧场,http://183.184.147.154:8001/rtp/226.0.1.93:3210
CCTV风云剧场,http://183.184.147.154:8001/rtp/226.0.1.212:2133
CCTV风云足球,http://183.184.147.154:8001/rtp/226.0.1.105:3081
CCTV风云足球,http://183.184.147.154:8001/rtp/226.0.1.209:2122
CCTV风云音乐,http://183.184.147.154:8001/rtp/226.0.1.164:2109
CCTV风云音乐,http://183.184.147.154:8001/rtp/226.0.1.92:3205
CCTV高尔夫网球,http://183.184.147.154:8001/rtp/226.0.1.211:2132
CHC动作电影,http://183.184.147.154:8001/rtp/226.0.1.113:2098
CHC家庭影院,http://183.184.147.154:8001/rtp/226.0.1.108:2096
CHC影迷电影,http://183.184.147.154:8001/rtp/226.0.1.109:2097
东南卫视,http://183.184.147.154:8001/rtp/226.0.1.194:3119
东方卫视,http://183.184.147.154:8001/rtp/226.0.1.183:3106
云南卫视,http://183.184.147.154:8001/rtp/226.0.1.156:2070
北京卫视,http://183.184.147.154:8001/rtp/226.0.1.185:3108
吉林卫视,http://183.184.147.154:8001/rtp/226.0.1.220:2068
四川卫视,http://183.184.147.154:8001/rtp/226.0.1.187:3110
天津卫视,http://183.184.147.154:8001/rtp/226.0.1.153:3083
宁夏卫视,http://183.184.147.154:8001/rtp/226.0.1.64:3050
安徽卫视,http://183.184.147.154:8001/rtp/226.0.1.148:3077
广东卫视,http://183.184.147.154:8001/rtp/226.0.1.149:3078
广西卫视,http://183.184.147.154:8001/rtp/226.0.1.46:3031
广西卫视,http://183.184.147.154:8001/rtp/226.0.1.75:2066
江苏卫视,http://183.184.147.154:8001/rtp/226.0.1.184:3107
江西卫视,http://183.184.147.154:8001/rtp/226.0.1.219:2067
山东卫视,http://183.184.147.154:8001/rtp/226.0.1.154:3084
河北卫视,http://183.184.147.154:8001/rtp/226.0.1.186:3109
河南卫视,http://183.184.147.154:8001/rtp/226.0.1.201:2064
浙江卫视,http://183.184.147.154:8001/rtp/226.0.1.147:3076
海南卫视,http://183.184.147.154:8001/rtp/226.0.1.143:2071
深圳卫视,http://183.184.147.154:8001/rtp/226.0.1.150:3079
湖北卫视,http://183.184.147.154:8001/rtp/226.0.1.152:3082
湖南卫视,http://183.184.147.154:8001/rtp/226.0.1.146:3075
贵州卫视,http://183.184.147.154:8001/rtp/226.0.1.188:3116
