江苏电信-组播1,#genre#
镇江教育民生,http://121.237.245.243:8888/rtp/239.49.1.73:8000
镇江教育民生,http://121.237.245.243:8888/rtp/239.49.1.73:8000$576p
苏州生活资讯,http://121.237.245.243:8888/rtp/239.49.8.116:8000$576p
常州新闻综合,http://121.237.245.243:8888/rtp/239.49.1.83:8000
常州都市,http://121.237.245.243:8888/rtp/239.49.1.84:8000
常州生活,http://121.237.245.243:8888/rtp/239.49.1.85:8000
金坛综合,http://121.237.245.243:8888/rtp/239.49.1.54:8000$1080p
淮安公共,http://121.237.245.243:8888/rtp/239.49.0.181:8000
淮安影视娱乐,http://121.237.245.243:8888/rtp/239.49.0.192:8000
淮安综合,http://121.237.245.243:8888/rtp/239.49.0.204:8000
洪泽综合,http://121.237.245.243:8888/rtp/239.49.0.89:8000
淮阴综合,http://121.237.245.243:8888/rtp/239.49.0.169:8000
盱眙综合,http://121.237.245.243:8888/rtp/239.49.0.237:8000
连云港新闻综合,http://121.237.245.243:8888/rtp/239.49.0.225:8000
连云港生活,http://121.237.245.243:8888/rtp/239.49.0.229:8000
东海综合,http://121.237.245.243:8888/rtp/239.49.0.121:8000
赣榆综合,http://121.237.245.243:8888/rtp/239.49.0.241:8000
南通新闻综合,http://121.237.245.243:8888/rtp/239.49.0.223:8000
南通公共崇川,http://121.237.245.243:8888/rtp/239.49.0.197:8000
南通社教,http://121.237.245.243:8888/rtp/239.49.0.224:8000
宿迁综合,http://121.237.245.243:8888/rtp/239.49.0.231:8000
宿迁公共,http://121.237.245.243:8888/rtp/239.49.0.236:8000
沭阳综合,http://121.237.245.243:8888/rtp/239.49.0.189:8792
泗洪综合,http://121.237.245.243:8888/rtp/239.49.0.195:8000
泗阳综合,http://121.237.245.243:8888/rtp/239.49.0.249:8000
宿豫综合,http://121.237.245.243:8888/rtp/239.49.0.83:8000
徐州新闻综合,http://121.237.245.243:8888/rtp/239.49.0.203:8000
徐州经济生活,http://121.237.245.243:8888/rtp/239.49.0.199:8000
徐州文艺影视,http://121.237.245.243:8888/rtp/239.49.0.211:8000
新沂综合,http://121.237.245.243:8888/rtp/239.49.0.238:8000
贾汪新闻,http://121.237.245.243:8888/rtp/239.49.0.248:8000
沛县新闻综合,http://121.237.245.243:8888/rtp/239.49.0.214:8000
邳州综合,http://121.237.245.243:8888/rtp/239.49.0.182:8000
睢宁综合,http://121.237.245.243:8888/rtp/239.49.0.239:8000
铜山1套,http://121.237.245.243:8888/rtp/239.49.0.163:8000
盐城新闻综合,http://121.237.245.243:8888/rtp/239.49.8.30:8000$1080p
盐城教育民生,http://121.237.245.243:8888/rtp/239.49.0.88:8000
射阳新闻综合,http://121.237.245.243:8888/rtp/239.49.0.158:8000
响水综合,http://121.237.245.243:8888/rtp/239.49.0.115:8912
泰州新闻综合,http://121.237.245.243:8888/rtp/239.49.0.215:8000
泰州经济生活,http://121.237.245.243:8888/rtp/239.49.0.217:8000
泰州影视娱乐,http://121.237.245.243:8888/rtp/239.49.0.222:8000
泰兴综合,http://121.237.245.243:8888/rtp/239.49.0.168:8000
兴化新闻综合,http://121.237.245.243:8888/rtp/239.49.0.162:8000
快乐垂钓,http://121.237.245.243:8888/rtp/239.49.0.114:8000
四海钓鱼,http://121.237.245.243:8888/rtp/239.49.1.80:8000$1080p
天元围棋,http://121.237.245.243:8888/rtp/239.49.1.79:8000$1080p
好享购物,http://121.237.245.243:8888/rtp/239.49.8.121:8000$1080p
家有购物,http://121.237.245.243:8888/rtp/239.49.8.124:8000$576p
梨园频道,http://121.237.245.243:8888/rtp/239.49.8.193:8000$1080p
欢笑剧场,http://121.237.245.243:8888/rtp/239.49.8.106:8000$2160p
睛彩广场舞,http://121.237.245.243:8888/rtp/239.49.8.64:8000$1080p
睛彩竞技,http://121.237.245.243:8888/rtp/239.49.8.39:8000$1080p
睛彩篮球,http://121.237.245.243:8888/rtp/239.49.8.42:8000$1080p
睛彩青少,http://121.237.245.243:8888/rtp/239.49.8.46:8000$1080p
第一财经,http://121.237.245.243:8888/rtp/239.49.8.37:8000$1080p
聚鲨环球精选,http://121.237.245.243:8888/rtp/239.49.8.123:8000$576p
金鹰卡通,http://121.237.245.243:8888/rtp/239.49.8.33:8000$1080p
金鹰纪实,http://121.237.245.243:8888/rtp/239.49.8.79:8000$1080p

广播,http://121.237.245.243:8888/rtp/239.49.8.100:8000
广播,http://121.237.245.243:8888/rtp/239.49.8.101:8000
广播,http://121.237.245.243:8888/rtp/239.49.8.102:8000
广播,http://121.237.245.243:8888/rtp/239.49.8.103:8000
广播,http://121.237.245.243:8888/rtp/239.49.8.104:8000
广播,http://121.237.245.243:8888/rtp/239.49.8.105:8000
广播,http://121.237.245.243:8888/rtp/239.49.8.125:8000
广播,http://121.237.245.243:8888/rtp/239.49.8.127:8000
广播,http://121.237.245.243:8888/rtp/239.49.8.73:8000
广播,http://121.237.245.243:8888/rtp/239.49.8.81:8000
广播,http://121.237.245.243:8888/rtp/239.49.8.82:8000
广播,http://121.237.245.243:8888/rtp/239.49.8.96:8000
广播,http://121.237.245.243:8888/rtp/239.49.8.97:8000
广播,http://121.237.245.243:8888/rtp/239.49.8.99:8000
江苏电信-组播3,#genre#

