安徽电信-组播1,#genre#
江西陶瓷,http://124.112.241.231:4022/rtp/238.1.78.157:7128
法治天地,http://124.112.241.231:4022/rtp/238.1.78.7:7960
法治天地,http://124.112.241.231:4022/rtp/238.1.78.84:6544
游戏风云,http://124.112.241.231:4022/rtp/238.1.78.4:7936
游戏风云,http://124.112.241.231:4022/rtp/238.1.78.81:6520
财富天下,http://124.112.241.231:4022/rtp/238.1.78.25:6128
都市剧场,http://124.112.241.231:4022/rtp/238.1.78.5:7944
都市剧场,http://124.112.241.231:4022/rtp/238.1.78.74:6464
金色学堂,http://124.112.241.231:4022/rtp/238.1.78.6:7952
金鹰卡通,http://124.112.241.231:4022/rtp/238.1.78.100:6672
金鹰纪实,http://124.112.241.231:4022/rtp/238.1.79.9:4184
华数·军旅剧场,http://124.112.241.231:4022/rtp/238.1.78.11:7992
华数·古装剧场,http://124.112.241.231:4022/rtp/238.1.78.12:4000
华数·家庭影院,http://124.112.241.231:4022/rtp/238.1.78.14:4016
华数·星影,http://124.112.241.231:4022/rtp/238.1.79.7:4168
华数·经典电影,http://124.112.241.231:4022/rtp/238.1.78.10:7984
华数·谍战剧场,http://124.112.241.231:4022/rtp/238.1.78.2:7920
央视网·军事,http://124.112.241.231:4022/rtp/238.1.79.3:4136
央视网·台球,http://124.112.241.231:4022/rtp/238.1.78.251:7880
央视网·国学,http://124.112.241.231:4022/rtp/238.1.78.34:4064
央视网·地理,http://124.112.241.231:4022/rtp/238.1.79.4:4144
央视网·墨宝,http://124.112.241.231:4022/rtp/238.1.78.39:4104
央视网·戏曲,http://124.112.241.231:4022/rtp/238.1.78.35:4072
央视网·爱生活,http://124.112.241.231:4022/rtp/238.1.78.17:4040
央视网·相声小品,http://124.112.241.231:4022/rtp/238.1.78.3:7928
央视网·精选,http://124.112.241.231:4022/rtp/238.1.78.19:4056
央视网·解密,http://124.112.241.231:4022/rtp/238.1.79.6:4160
央视网·足球,http://124.112.241.231:4022/rtp/238.1.78.250:7872
央视网·鉴赏,http://124.112.241.231:4022/rtp/238.1.78.38:4096
安徽电信-组播3,#genre#
