湖南电信-组播1,#genre#
金鹰卡通,http://113.221.59.169:4000/rtp/239.76.246.107:1234$1080p
金鹰卡通,http://113.221.59.169:4000/rtp/239.76.252.120:9000$1080p
金鹰卡通,http://113.221.59.169:4000/rtp/239.76.252.7:9000$576p
金鹰卡通,http://113.221.59.169:4000/rtp/239.76.253.107:9000$1080p
金鹰纪实,http://113.221.59.169:4000/rtp/239.76.245.122:1234$1080p
金鹰纪实,http://113.221.59.169:4000/rtp/239.76.246.110:1234$1080p
金鹰纪实,http://113.221.59.169:4000/rtp/239.76.252.10:9000$576p
金鹰纪实,http://113.221.59.169:4000/rtp/239.76.252.122:9000$1080p
金鹰纪实,http://113.221.59.169:4000/rtp/239.76.253.110:9000$1080p
信源检修中,http://113.221.59.169:4000/rtp/239.76.252.212:9000$1080p
信源检修中,http://113.221.59.169:4000/rtp/239.76.252.227:9000$1080p
信源检修中,http://113.221.59.169:4000/rtp/239.76.252.228:9000$1080p
信源检修中,http://113.221.59.169:4000/rtp/239.76.252.229:9000$1080p
信源检修中,http://113.221.59.169:4000/rtp/239.76.245.136:1234$1080p
信源检修中,http://113.221.59.169:4000/rtp/239.76.245.185:1234$1080p
信源检修中,http://113.221.59.169:4000/rtp/239.76.245.212:1234$1080p
信源检修中,http://113.221.59.169:4000/rtp/239.76.245.227:1234$1080p
信源检修中,http://113.221.59.169:4000/rtp/239.76.245.228:1234$1080p
信源检修中,http://113.221.59.169:4000/rtp/239.76.245.229:1234$1080p
信源检修中,http://113.221.59.169:4000/rtp/239.76.246.244:1234$576p
信源检修中,http://113.221.59.169:4000/rtp/239.76.254.118:9000
信源检修中,http://113.221.59.169:4000/rtp/239.76.254.119:9000
信源检修中,http://113.221.59.169:4000/rtp/239.76.254.120:9000
信源检修中,http://113.221.59.169:4000/rtp/239.76.254.121:9000
信源检修中,http://113.221.59.169:4000/rtp/239.76.254.122:9000
信源检修中,http://113.221.59.169:4000/rtp/239.76.254.123:9000
信源检修中,http://113.221.59.169:4000/rtp/239.76.254.124:9000
信源检修中,http://113.221.59.169:4000/rtp/239.76.254.125:9000
信源检修中,http://113.221.59.169:4000/rtp/239.76.254.126:9000
信源检修中,http://113.221.59.169:4000/rtp/239.76.254.127:9000
信源检修中,http://113.221.59.169:4000/rtp/239.76.254.128:9000
信源检修中,http://113.221.59.169:4000/rtp/239.76.254.129:9000
信源检修中,http://113.221.59.169:4000/rtp/239.76.254.130:9000
信源检修中,http://113.221.59.169:4000/rtp/239.76.254.131:9000
信源检修中,http://113.221.59.169:4000/rtp/239.76.254.133:9000
信源检修中,http://113.221.59.169:4000/rtp/239.76.254.134:9000
信源检修中,http://113.221.59.169:4000/rtp/239.76.254.135:9000
信源检修中,http://113.221.59.169:4000/rtp/239.76.254.77:9000
信源检修中,http://113.221.59.169:4000/rtp/239.76.254.78:9000
信源检修中,http://113.221.59.169:4000/rtp/239.76.254.79:9000
信源检修中,http://113.221.59.169:4000/rtp/239.76.254.80:9000
信源检修中,http://113.221.59.169:4000/rtp/239.76.254.82:9000
信源检修中,http://113.221.59.169:4000/rtp/239.76.254.83:9000
信源检修中,http://113.221.59.169:4000/rtp/239.76.254.84:9000
信源检修中,http://113.221.59.169:4000/rtp/239.76.254.85:9000
信源检修中,http://113.221.59.169:4000/rtp/239.76.254.86:9000
信源检修中,http://113.221.59.169:4000/rtp/239.76.254.87:9000
信源检修中,http://113.221.59.169:4000/rtp/239.76.254.88:9000
信源检修中,http://113.221.59.169:4000/rtp/239.76.254.89:9000
信源检修中,http://113.221.59.169:4000/rtp/239.76.254.90:9000
信源检修中,http://113.221.59.169:4000/rtp/239.76.254.91:9000
信源检修中,http://113.221.59.169:4000/rtp/239.76.254.92:9000
信源检修中,http://113.221.59.169:4000/rtp/239.76.254.93:9000
信源检修中,http://113.221.59.169:4000/rtp/239.76.254.94:9000
信源检修中,http://113.221.59.169:4000/rtp/239.76.254.95:9000
信源检修中,http://113.221.59.169:4000/rtp/239.76.254.96:9000
信源检修中,http://113.221.59.169:4000/rtp/239.76.254.97:9000
信源检修中,http://113.221.59.169:4000/rtp/239.76.254.98:9000
信源检修中,http://113.221.59.169:4000/rtp/239.76.254.99:9000
年宝,http://113.221.59.169:4000/rtp/239.76.245.137:1234$576p
年宝,http://113.221.59.169:4000/rtp/239.76.245.138:1234$576p
年宝,http://113.221.59.169:4000/rtp/239.76.245.139:1234$576p
年宝,http://113.221.59.169:4000/rtp/239.76.245.140:1234$576p
年宝,http://113.221.59.169:4000/rtp/239.76.245.141:1234$576p
年宝,http://113.221.59.169:4000/rtp/239.76.245.142:1234$576p
年宝,http://113.221.59.169:4000/rtp/239.76.245.143:1234$576p
年宝,http://113.221.59.169:4000/rtp/239.76.245.144:1234$576p
年宝,http://113.221.59.169:4000/rtp/239.76.245.145:1234$576p
年宝,http://113.221.59.169:4000/rtp/239.76.245.146:1234$576p
年宝,http://113.221.59.169:4000/rtp/239.76.245.147:1234$576p
年宝,http://113.221.59.169:4000/rtp/239.76.245.148:1234$576p
年宝,http://113.221.59.169:4000/rtp/239.76.245.149:1234$576p
年宝,http://113.221.59.169:4000/rtp/239.76.245.150:1234$576p
年宝,http://113.221.59.169:4000/rtp/239.76.245.156:1234$576p
广播,http://113.221.59.169:4000/rtp/239.76.254.199:9000
广播,http://113.221.59.169:4000/rtp/239.76.254.200:9000
广播,http://113.221.59.169:4000/rtp/239.76.254.226:9000

湖南电信-组播2,#genre#
BRTV卡酷少儿,http://118.248.155.220:8889/rtp/239.76.252.111:9000$576p
BRTV卡酷少儿,http://118.248.155.220:8889/rtp/239.76.254.81:9000
BRTV纪实科教,http://118.248.155.220:8889/rtp/239.76.254.65:9000
CCTV-1 综合,http://118.248.155.220:8889/rtp/239.76.246.151:1234$1080p
CCTV-1 综合,http://118.248.155.220:8889/rtp/239.76.252.51:9000$576p
CCTV-1 综合,http://118.248.155.220:8889/rtp/239.76.253.151:9000$1080p
CCTV-2 财经,http://118.248.155.220:8889/rtp/239.76.246.152:1234$1080p
CCTV-2 财经,http://118.248.155.220:8889/rtp/239.76.252.52:9000$576p
CCTV-2 财经,http://118.248.155.220:8889/rtp/239.76.253.152:9000$1080p
CCTV-3 综艺,http://118.248.155.220:8889/rtp/239.76.246.153:1234$1080p
CCTV-3 综艺,http://118.248.155.220:8889/rtp/239.76.252.53:9000$576p
CCTV-3 综艺,http://118.248.155.220:8889/rtp/239.76.253.153:9000$1080p
CCTV-4 中文国际,http://118.248.155.220:8889/rtp/239.76.245.195:1234$1080p
CCTV-4 中文国际,http://118.248.155.220:8889/rtp/239.76.246.154:1234$1080p
CCTV-4 中文国际,http://118.248.155.220:8889/rtp/239.76.252.54:9000$576p
CCTV-4 中文国际,http://118.248.155.220:8889/rtp/239.76.253.154:9000$1080p
CCTV-4 欧洲,http://118.248.155.220:8889/rtp/239.76.246.95:1234$1080p
CCTV-4 欧洲,http://118.248.155.220:8889/rtp/239.76.253.95:9000$1080p
CCTV-4 美洲,http://118.248.155.220:8889/rtp/239.76.246.96:1234$1080p
CCTV-4 美洲,http://118.248.155.220:8889/rtp/239.76.253.96:9000$1080p
CCTV-5 体育,http://118.248.155.220:8889/rtp/239.76.246.155:1234$1080p
CCTV-5 体育,http://118.248.155.220:8889/rtp/239.76.252.55:9000$576p
CCTV-5 体育,http://118.248.155.220:8889/rtp/239.76.253.155:9000$1080p
CCTV-5 体育,http://118.248.155.220:8889/rtp/239.76.254.214:9000
CCTV-5+ 体育赛事,http://118.248.155.220:8889/rtp/239.76.246.168:1234$1080p
CCTV-5+ 体育赛事,http://118.248.155.220:8889/rtp/239.76.254.215:9000
CCTV-6 电影,http://118.248.155.220:8889/rtp/239.76.246.156:1234$1080p
CCTV-6 电影,http://118.248.155.220:8889/rtp/239.76.252.56:9000$576p
CCTV-6 电影,http://118.248.155.220:8889/rtp/239.76.253.156:9000$1080p
CCTV-7 国防军事,http://118.248.155.220:8889/rtp/239.76.246.157:1234$1080p
CCTV-7 国防军事,http://118.248.155.220:8889/rtp/239.76.252.57:9000$576p
CCTV-7 国防军事,http://118.248.155.220:8889/rtp/239.76.253.157:9000
CCTV-8 电视剧,http://118.248.155.220:8889/rtp/239.76.246.158:1234
CCTV-8 电视剧,http://118.248.155.220:8889/rtp/239.76.252.58:9000$576p
CCTV-8 电视剧,http://118.248.155.220:8889/rtp/239.76.253.158:9000$1080p
CCTV-9 纪录,http://118.248.155.220:8889/rtp/239.76.246.159:1234$1080p
CCTV-9 纪录,http://118.248.155.220:8889/rtp/239.76.252.59:9000$576p
CCTV-9 纪录,http://118.248.155.220:8889/rtp/239.76.253.159:9000$1080p
CCTV-10 科教,http://118.248.155.220:8889/rtp/239.76.246.160:1234$1080p
CCTV-10 科教,http://118.248.155.220:8889/rtp/239.76.252.60:9000$576p
CCTV-10 科教,http://118.248.155.220:8889/rtp/239.76.253.160:9000$1080p
CCTV-11 戏曲,http://118.248.155.220:8889/rtp/239.76.245.251:1234$1080p
CCTV-11 戏曲,http://118.248.155.220:8889/rtp/239.76.252.251:9000$1080p
CCTV-11 戏曲,http://118.248.155.220:8889/rtp/239.76.252.61:9000$576p
CCTV-12 社会与法,http://118.248.155.220:8889/rtp/239.76.246.162:1234$1080p
CCTV-12 社会与法,http://118.248.155.220:8889/rtp/239.76.252.62:9000$576p
CCTV-12 社会与法,http://118.248.155.220:8889/rtp/239.76.253.162:9000$1080p
CCTV-12 社会与法,http://118.248.155.220:8889/rtp/239.76.253.168:9000$1080p
CCTV-13 新闻,http://118.248.155.220:8889/rtp/239.76.246.93:1234$1080p
CCTV-13 新闻,http://118.248.155.220:8889/rtp/239.76.252.63:9000$576p
CCTV-13 新闻,http://118.248.155.220:8889/rtp/239.76.253.93:9000$1080p
CCTV-14 少儿,http://118.248.155.220:8889/rtp/239.76.246.164:1234$1080p
CCTV-14 少儿,http://118.248.155.220:8889/rtp/239.76.252.64:9000$576p
CCTV-14 少儿,http://118.248.155.220:8889/rtp/239.76.253.164:9000$1080p
CCTV-15 音乐,http://118.248.155.220:8889/rtp/239.76.245.252:1234$1080p
CCTV-15 音乐,http://118.248.155.220:8889/rtp/239.76.252.252:9000$1080p
CCTV-15 音乐,http://118.248.155.220:8889/rtp/239.76.252.65:9000$576p
CCTV-16 奥林匹克,http://118.248.155.220:8889/rtp/239.76.246.230:1234
CCTV-16 奥林匹克,http://118.248.155.220:8889/rtp/239.76.246.98:1234$1080p
CCTV-16 奥林匹克,http://118.248.155.220:8889/rtp/239.76.253.98:9000$1080p
CCTV-16 奥林匹克,http://118.248.155.220:8889/rtp/239.76.253.230:9000$2160p
CCTV-17 农业农村,http://118.248.155.220:8889/rtp/239.76.245.238:1234$1080p
CCTV-17 农业农村,http://118.248.155.220:8889/rtp/239.76.252.237:9000$576p
CCTV-17 农业农村,http://118.248.155.220:8889/rtp/239.76.252.238:9000$1080p
CCTV4K,http://118.248.155.220:8889/rtp/239.76.254.101:9000
CCTV4K,http://118.248.155.220:8889/rtp/239.76.254.64:9000
CCTV世界地理,http://118.248.155.220:8889/rtp/239.76.254.57:9000
CCTV兵器科技,http://118.248.155.220:8889/rtp/239.76.254.59:9000
CCTV卫生健康,http://118.248.155.220:8889/rtp/239.76.246.247:1234$1080p
CCTV卫生健康,http://118.248.155.220:8889/rtp/239.76.253.247:9000$1080p
CCTV央视台球,http://118.248.155.220:8889/rtp/239.76.254.58:9000
CCTV央视文化精品,http://118.248.155.220:8889/rtp/239.76.254.56:9000
CCTV女性时尚,http://118.248.155.220:8889/rtp/239.76.254.55:9000
CCTV怀旧剧场,http://118.248.155.220:8889/rtp/239.76.254.53:9000
CCTV电视指南,http://118.248.155.220:8889/rtp/239.76.254.61:9000
CCTV第一剧场,http://118.248.155.220:8889/rtp/239.76.254.49:9000
CCTV风云剧场,http://118.248.155.220:8889/rtp/239.76.254.50:9000
CCTV风云足球,http://118.248.155.220:8889/rtp/239.76.254.52:9000
CCTV风云音乐,http://118.248.155.220:8889/rtp/239.76.254.51:9000
CCTV高尔夫网球,http://118.248.155.220:8889/rtp/239.76.254.62:9000
CETV1,http://118.248.155.220:8889/rtp/239.76.245.192:1234$1080p
CETV1,http://118.248.155.220:8889/rtp/239.76.252.192:9000$1080p
CETV2,http://118.248.155.220:8889/rtp/239.76.245.253:1234$576p
CETV2,http://118.248.155.220:8889/rtp/239.76.252.253:9000$576p
CETV4,http://118.248.155.220:8889/rtp/239.76.245.254:1234$1080p
CETV4,http://118.248.155.220:8889/rtp/239.76.252.254:9000$1080p
CETV早期教育,http://118.248.155.220:8889/rtp/239.76.254.202:9000
CGTN,http://118.248.155.220:8889/rtp/239.76.245.66:1234$1080p
CGTN,http://118.248.155.220:8889/rtp/239.76.252.66:9000$1080p
CGTN俄语,http://118.248.155.220:8889/rtp/239.76.246.86:1234$1080p
CGTN俄语,http://118.248.155.220:8889/rtp/239.76.253.86:9000$1080p
CGTN法语,http://118.248.155.220:8889/rtp/239.76.246.87:1234$1080p
CGTN法语,http://118.248.155.220:8889/rtp/239.76.253.87:9000$1080p
CGTN纪录,http://118.248.155.220:8889/rtp/239.76.245.67:1234$1080p
CGTN纪录,http://118.248.155.220:8889/rtp/239.76.252.67:9000$1080p
CGTN西语,http://118.248.155.220:8889/rtp/239.76.246.88:1234$1080p
CGTN西语,http://118.248.155.220:8889/rtp/239.76.253.88:9000$1080p
CGTN阿语,http://118.248.155.220:8889/rtp/239.76.246.97:1234$1080p
CGTN阿语,http://118.248.155.220:8889/rtp/239.76.253.97:9000$1080p
CHC动作电影,http://118.248.155.220:8889/rtp/239.76.245.243:1234$1080p
CHC动作电影,http://118.248.155.220:8889/rtp/239.76.252.243:9000$1080p
CHC家庭影院,http://118.248.155.220:8889/rtp/239.76.245.241:1234$1080p
CHC家庭影院,http://118.248.155.220:8889/rtp/239.76.252.241:9000$1080p
CHC影迷电影,http://118.248.155.220:8889/rtp/239.76.245.242:1234$1080p
CHC影迷电影,http://118.248.155.220:8889/rtp/239.76.252.242:9000$1080p
中央新影-老故事,http://118.248.155.220:8889/rtp/239.76.246.76:1234$720p
中央新影-老故事,http://118.248.155.220:8889/rtp/239.76.253.76:9000$720p
中央新影-中学生,http://118.248.155.220:8889/rtp/239.76.254.27:9000
北京卫视4K,http://118.248.155.220:8889/rtp/239.76.246.150:1234$2160p
北京卫视4K,http://118.248.155.220:8889/rtp/239.76.246.246:1234$2160p
北京卫视4K,http://118.248.155.220:8889/rtp/239.76.253.150:9000$2160p
山东卫视4K,http://118.248.155.220:8889/rtp/239.76.254.228:9000
山东卫视4K,http://118.248.155.220:8889/rtp/239.76.254.230:9000
四川卫视4K,http://118.248.155.220:8889/rtp/239.76.254.232:9000
四川卫视4K,http://118.248.155.220:8889/rtp/239.76.254.234:9000
广东卫视4K,http://118.248.155.220:8889/rtp/239.76.246.214:1234$2160p
北京卫视4K,http://118.248.155.220:8889/rtp/239.76.253.246:9000$2160p
广东卫视4K,http://118.248.155.220:8889/rtp/239.76.254.138:9000
江苏卫视4K,http://118.248.155.220:8889/rtp/239.76.254.216:9000
江苏卫视4K,http://118.248.155.220:8889/rtp/239.76.254.218:9000
东方卫视4K,http://118.248.155.220:8889/rtp/239.76.254.224:9000
浙江卫视4K,http://118.248.155.220:8889/rtp/239.76.254.220:9000
浙江卫视4K,http://118.248.155.220:8889/rtp/239.76.254.222:9000
深圳卫视4K,http://118.248.155.220:8889/rtp/239.76.254.137:9000
湖南卫视4K,http://118.248.155.220:8889/rtp/239.76.246.100:1234$2160p
湖南卫视4K,http://118.248.155.220:8889/rtp/239.76.246.63:1234$2160p
湖南卫视4K,http://118.248.155.220:8889/rtp/239.76.253.100:9000$2160p
湖南卫视4K,http://118.248.155.220:8889/rtp/239.76.253.214:9000$2160p
湖南卫视4K,http://118.248.155.220:8889/rtp/239.76.253.224:9000$2160p
湖南卫视4K,http://118.248.155.220:8889/rtp/239.76.253.62:9000$2160p
湖南卫视4K,http://118.248.155.220:8889/rtp/239.76.254.136:9000
三沙卫视,http://118.248.155.220:8889/rtp/239.76.246.74:1234$1080p
三沙卫视,http://118.248.155.220:8889/rtp/239.76.253.74:9000$1080p
东南卫视,http://118.248.155.220:8889/rtp/239.76.245.190:1234$1080p
东南卫视,http://118.248.155.220:8889/rtp/239.76.252.190:9000$1080p
东安综合,http://118.248.155.220:8889/rtp/239.76.246.68:1234$1080p
东方卫视,http://118.248.155.220:8889/rtp/239.76.246.186:1234$1080p
东方卫视,http://118.248.155.220:8889/rtp/239.76.252.86:9000$576p
东方卫视,http://118.248.155.220:8889/rtp/239.76.253.186:9000$1080p
云南卫视,http://118.248.155.220:8889/rtp/239.76.252.98:9000$576p
云南卫视,http://118.248.155.220:8889/rtp/239.76.254.60:9000
兵团卫视,http://118.248.155.220:8889/rtp/239.76.245.232:1234$1080p
兵团卫视,http://118.248.155.220:8889/rtp/239.76.252.232:9000$1080p
内蒙古卫视,http://118.248.155.220:8889/rtp/239.76.245.106:1234$1080p
内蒙古卫视,http://118.248.155.220:8889/rtp/239.76.252.106:9000$1080p
北京卫视,http://118.248.155.220:8889/rtp/239.76.246.184:1234$1080p
北京卫视,http://118.248.155.220:8889/rtp/239.76.252.84:9000$576p
北京卫视,http://118.248.155.220:8889/rtp/239.76.253.184:9000$1080p
厦门卫视,http://118.248.155.220:8889/rtp/239.76.245.231:1234$576p
厦门卫视,http://118.248.155.220:8889/rtp/239.76.252.231:9000$576p
吉林卫视,http://118.248.155.220:8889/rtp/239.76.246.201:1234$1080p
吉林卫视,http://118.248.155.220:8889/rtp/239.76.252.103:9000$576p
四川卫视,http://118.248.155.220:8889/rtp/239.76.246.91:1234$1080p
四川卫视,http://118.248.155.220:8889/rtp/239.76.252.96:9000$576p
四川卫视,http://118.248.155.220:8889/rtp/239.76.253.91:9000$1080p
天津卫视,http://118.248.155.220:8889/rtp/239.76.246.185:1234$1080p
天津卫视,http://118.248.155.220:8889/rtp/239.76.252.85:9000$576p
天津卫视,http://118.248.155.220:8889/rtp/239.76.253.185:9000$1080p
宁夏卫视,http://118.248.155.220:8889/rtp/239.76.245.107:1234$1080p
宁夏卫视,http://118.248.155.220:8889/rtp/239.76.252.107:9000$1080p
安徽卫视,http://118.248.155.220:8889/rtp/239.76.245.196:1234$1080p
安徽卫视,http://118.248.155.220:8889/rtp/239.76.252.196:9000$1080p
安徽卫视,http://118.248.155.220:8889/rtp/239.76.252.83:9000$576p
山东卫视,http://118.248.155.220:8889/rtp/239.76.246.195:1234$1080p
山东卫视,http://118.248.155.220:8889/rtp/239.76.252.95:9000$576p
山东卫视,http://118.248.155.220:8889/rtp/239.76.253.195:9000$1080p
山西卫视,http://118.248.155.220:8889/rtp/239.76.245.105:1234$1080p
山西卫视,http://118.248.155.220:8889/rtp/239.76.252.105:9000$1080p
广东卫视,http://118.248.155.220:8889/rtp/239.76.245.189:1234$1080p
广东卫视,http://118.248.155.220:8889/rtp/239.76.252.189:9000$1080p
广东卫视,http://118.248.155.220:8889/rtp/239.76.252.92:9000$576p
广西卫视,http://118.248.155.220:8889/rtp/239.76.252.94:9000$576p
广西卫视,http://118.248.155.220:8889/rtp/239.76.254.54:9000
康巴卫视,http://118.248.155.220:8889/rtp/239.76.246.89:1234$576p
康巴卫视,http://118.248.155.220:8889/rtp/239.76.253.89:9000$576p
延边卫视,http://118.248.155.220:8889/rtp/239.76.254.112:9000
新疆卫视,http://118.248.155.220:8889/rtp/239.76.245.109:1234$1080p
新疆卫视,http://118.248.155.220:8889/rtp/239.76.252.109:9000$1080p
江苏卫视,http://118.248.155.220:8889/rtp/239.76.246.181:1234$1080p
江苏卫视,http://118.248.155.220:8889/rtp/239.76.252.81:9000$576p
江苏卫视,http://118.248.155.220:8889/rtp/239.76.253.181:9000$1080p
江西卫视,http://118.248.155.220:8889/rtp/239.76.245.225:1234$1080p
江西卫视,http://118.248.155.220:8889/rtp/239.76.252.225:9000$1080p
江西卫视,http://118.248.155.220:8889/rtp/239.76.252.87:9000$576p
河北卫视,http://118.248.155.220:8889/rtp/239.76.245.199:1234$1080p
河北卫视,http://118.248.155.220:8889/rtp/239.76.252.102:9000$576p
河北卫视,http://118.248.155.220:8889/rtp/239.76.252.199:9000$1080p
河南卫视,http://118.248.155.220:8889/rtp/239.76.246.202:1234$1080p
河南卫视,http://118.248.155.220:8889/rtp/239.76.252.99:9000$576p
河南卫视,http://118.248.155.220:8889/rtp/239.76.253.202:9000$1080p
法治天地,http://118.248.155.220:8889/rtp/239.76.254.67:9000
浙江卫视,http://118.248.155.220:8889/rtp/239.76.246.182:1234$1080p
浙江卫视,http://118.248.155.220:8889/rtp/239.76.252.82:9000$576p
浙江卫视,http://118.248.155.220:8889/rtp/239.76.253.182:9000$1080p
海南卫视,http://118.248.155.220:8889/rtp/239.76.246.203:1234$1080p
海南卫视,http://118.248.155.220:8889/rtp/239.76.252.91:9000$576p
海南卫视,http://118.248.155.220:8889/rtp/239.76.253.203:9000$1080p
深圳卫视,http://118.248.155.220:8889/rtp/239.76.246.188:1234$1080p
深圳卫视,http://118.248.155.220:8889/rtp/239.76.252.88:9000$576p
深圳卫视,http://118.248.155.220:8889/rtp/239.76.253.188:9000$1080p
湖北卫视,http://118.248.155.220:8889/rtp/239.76.246.193:1234$1080p
湖北卫视,http://118.248.155.220:8889/rtp/239.76.252.93:9000$576p
湖北卫视,http://118.248.155.220:8889/rtp/239.76.253.193:9000$1080p
吉林卫视,http://118.248.155.220:8889/rtp/239.76.253.201:9000$1080p
甘肃卫视,http://118.248.155.220:8889/rtp/239.76.245.110:1234$576p
甘肃卫视,http://118.248.155.220:8889/rtp/239.76.246.94:1234$1080p
甘肃卫视,http://118.248.155.220:8889/rtp/239.76.252.110:9000$576p
甘肃卫视,http://118.248.155.220:8889/rtp/239.76.253.94:9000$1080p
西藏卫视,http://118.248.155.220:8889/rtp/239.76.245.108:1234$1080p
西藏卫视,http://118.248.155.220:8889/rtp/239.76.252.108:9000$1080p
贵州卫视,http://118.248.155.220:8889/rtp/239.76.245.198:1234$1080p
贵州卫视,http://118.248.155.220:8889/rtp/239.76.252.198:9000$1080p
辽宁卫视,http://118.248.155.220:8889/rtp/239.76.245.197:1234$1080p
辽宁卫视,http://118.248.155.220:8889/rtp/239.76.252.197:9000$1080p
辽宁卫视,http://118.248.155.220:8889/rtp/239.76.252.89:9000$576p
重庆卫视,http://118.248.155.220:8889/rtp/239.76.246.92:1234$1080p
重庆卫视,http://118.248.155.220:8889/rtp/239.76.252.97:9000$576p
重庆卫视,http://118.248.155.220:8889/rtp/239.76.253.92:9000$1080p
陕西卫视,http://118.248.155.220:8889/rtp/239.76.252.104:9000$576p
陕西卫视,http://118.248.155.220:8889/rtp/239.76.254.76:9000
青海卫视,http://118.248.155.220:8889/rtp/239.76.252.113:9000$576p
青海卫视,http://118.248.155.220:8889/rtp/239.76.254.132:9000
黑龙江卫视,http://118.248.155.220:8889/rtp/239.76.246.200:1234$1080p
黑龙江卫视,http://118.248.155.220:8889/rtp/239.76.252.100:9000$576p
黑龙江卫视,http://118.248.155.220:8889/rtp/239.76.253.200:9000$1080p
湖南卫视,http://118.248.155.220:8889/rtp/239.76.245.115:1234$1080p
湖南卫视,http://118.248.155.220:8889/rtp/239.76.246.101:1234$1080p
湖南卫视,http://118.248.155.220:8889/rtp/239.76.252.115:9000$1080p
湖南卫视,http://118.248.155.220:8889/rtp/239.76.252.1:9000$576p
湖南卫视,http://118.248.155.220:8889/rtp/239.76.253.101:9000$1080p
湖南国际,http://118.248.155.220:8889/rtp/239.76.245.124:1234$1080p
湖南国际,http://118.248.155.220:8889/rtp/239.76.246.102:1234$1080p
湖南国际,http://118.248.155.220:8889/rtp/239.76.252.124:9000$1080p
湖南国际,http://118.248.155.220:8889/rtp/239.76.252.240:9000$1080p
湖南国际,http://118.248.155.220:8889/rtp/239.76.252.2:9000$576p
湖南国际,http://118.248.155.220:8889/rtp/239.76.253.102:9000$1080p
湖南国际,http://118.248.155.220:8889/rtp/239.76.246.224:1234$720p
湖南娱乐,http://118.248.155.220:8889/rtp/239.76.245.121:1234$1080p
湖南娱乐,http://118.248.155.220:8889/rtp/239.76.246.105:1234$1080p
湖南娱乐,http://118.248.155.220:8889/rtp/239.76.252.121:9000$1080p
湖南娱乐,http://118.248.155.220:8889/rtp/239.76.252.5:9000$576p
湖南娱乐,http://118.248.155.220:8889/rtp/239.76.253.105:9000$1080p
湖南教育,http://118.248.155.220:8889/rtp/239.76.245.233:1234$1080p
湖南教育,http://118.248.155.220:8889/rtp/239.76.252.233:9000$1080p
湖南教育,http://118.248.155.220:8889/rtp/239.76.252.26:9000$576p
湖南爱晚,http://118.248.155.220:8889/rtp/239.76.245.123:1234$1080p
湖南爱晚,http://118.248.155.220:8889/rtp/239.76.246.109:1234
湖南爱晚,http://118.248.155.220:8889/rtp/239.76.252.123:9000$1080p
湖南爱晚,http://118.248.155.220:8889/rtp/239.76.252.9:9000$576p
湖南爱晚,http://118.248.155.220:8889/rtp/239.76.253.109:9000
湖南电影,http://118.248.155.220:8889/rtp/239.76.245.119:1234$1080p
湖南电影,http://118.248.155.220:8889/rtp/239.76.246.106:1234$1080p
湖南电影,http://118.248.155.220:8889/rtp/239.76.252.119:9000$1080p
湖南电影,http://118.248.155.220:8889/rtp/239.76.252.6:9000$576p
湖南电影,http://118.248.155.220:8889/rtp/239.76.253.106:9000$1080p
湖南电视剧,http://118.248.155.220:8889/rtp/239.76.245.118:1234$1080p
湖南电视剧,http://118.248.155.220:8889/rtp/239.76.246.108:1234$1080p
湖南电视剧,http://118.248.155.220:8889/rtp/239.76.252.118:9000$1080p
湖南电视剧,http://118.248.155.220:8889/rtp/239.76.252.8:9000$576p
湖南电视剧,http://118.248.155.220:8889/rtp/239.76.253.108:9000$1080p
湖南经视,http://118.248.155.220:8889/rtp/239.76.245.116:1234$1080p
湖南经视,http://118.248.155.220:8889/rtp/239.76.246.103:1234$1080p
湖南经视,http://118.248.155.220:8889/rtp/239.76.252.116:9000$1080p
湖南经视,http://118.248.155.220:8889/rtp/239.76.252.3:9000$576p
湖南经视,http://118.248.155.220:8889/rtp/239.76.253.103:9000$1080p
湖南都市,http://118.248.155.220:8889/rtp/239.76.245.117:1234$1080p
湖南都市,http://118.248.155.220:8889/rtp/239.76.246.104:1234$1080p
湖南都市,http://118.248.155.220:8889/rtp/239.76.252.117:9000$1080p
湖南都市,http://118.248.155.220:8889/rtp/239.76.252.4:9000$576p
湖南都市,http://118.248.155.220:8889/rtp/239.76.253.104:9000$1080p
湖南IPTV电信新电视,http://118.248.155.220:8889/rtp/239.76.245.152:1234$1080p
湖南IPTV电信新电视,http://118.248.155.220:8889/rtp/239.76.245.153:1234$1080p
湖南IPTV电信新电视,http://118.248.155.220:8889/rtp/239.76.245.154:1234$1080p
湖南九画面,http://118.248.155.220:8889/rtp/239.76.245.131:1234$1080p
湖南九画面,http://118.248.155.220:8889/rtp/239.76.252.131:9000$1080p
临武综合,http://118.248.155.220:8889/rtp/239.76.246.66:1234$1080p
临武综合,http://118.248.155.220:8889/rtp/239.76.253.69:9000$1080p
常德新闻综合,http://118.248.155.220:8889/rtp/239.76.248.10:1234
张家界新闻综合,http://118.248.155.220:8889/rtp/239.76.245.234:1234$1080p
张家界新闻综合,http://118.248.155.220:8889/rtp/239.76.252.234:9000$1080p
永州新闻综合,http://118.248.155.220:8889/rtp/239.76.248.23:1234
湘西新闻综合,http://118.248.155.220:8889/rtp/239.76.245.208:1234$1080p
湘西新闻综合,http://118.248.155.220:8889/rtp/239.76.252.208:9000$1080p
湘西文化旅游,http://118.248.155.220:8889/rtp/239.76.245.209:1234$1080p
湘西文化旅游,http://118.248.155.220:8889/rtp/239.76.252.209:9000
